timestamp,source,sequence,latitude,longitude,altitude_from_sealevel,relative_altitude,voltage,remaining_percent,north_m_s,east_m_s,down_m_s,temperature_degc,roll_deg,pitch_deg,yaw_deg,angular_velocity_forward_rad_s,angular_velocity_right_rad_s,angular_velocity_down_rad_s,linear_acceleration_forward_m_s2,linear_acceleration_right_m_s2,linear_acceleration_down_m_s2,magnetic_field_forward_gauss,magnetic_field_right_gauss,magnetic_field_down_gauss,system_time,unix_time,speed_m_s,direction_deg
2025-07-10T05:16:58.174Z,position,1,27.6857014,86.7273555,2805.77001953125,0.0,,,,,,,-0.8484798669815063,5.395829677581787,60.130455017089844,,,,,,,,,,,,,
2025-07-10T05:16:58.392Z,position,2,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484982848167419,5.3958210945129395,60.1302490234375,,,,,,,,,,,,,
2025-07-10T05:16:58.597Z,position,3,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484649062156677,5.3958234786987305,60.13072204589844,,,,,,,,,,,,,
2025-07-10T05:16:58.892Z,position,4,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484704494476318,5.3957977294921875,60.130516052246094,,,,,,,,,,,,,
2025-07-10T05:16:59.143Z,position,5,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484963774681091,5.395829677581787,60.13024139404297,,,,,,,,,,,,,
2025-07-10T05:16:59.320Z,position,6,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484621047973633,5.395825386047363,60.13072967529297,,,,,,,,,,,,,
2025-07-10T05:16:59.724Z,position,7,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484711050987244,5.3958306312561035,60.13056564331055,,,,,,,,,,,,,
2025-07-10T05:16:59.888Z,position,8,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484991192817688,5.395810127258301,60.1302490234375,,,,,,,,,,,,,
2025-07-10T05:17:00.217Z,position,9,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484784364700317,5.395843029022217,60.13063430786133,,,,,,,,,,,,,
2025-07-10T05:17:00.338Z,position,10,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484629988670349,5.395849704742432,60.13068771362305,,,,,,,,,,,,,
2025-07-10T05:17:00.543Z,position,11,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8485002517700195,5.395849227905273,60.1302490234375,,,,,,,,,,,,,
2025-07-10T05:17:00.851Z,position,12,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484798669815063,5.3958258628845215,60.13056945800781,,,,,,,,,,,,,
2025-07-10T05:17:01.161Z,position,13,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484575748443604,5.395816802978516,60.130699157714844,,,,,,,,,,,,,
2025-07-10T05:17:01.468Z,position,14,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.848494827747345,5.395809650421143,60.1302490234375,,,,,,,,,,,,,
2025-07-10T05:17:01.671Z,position,15,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.848487377166748,5.395825386047363,60.1305046081543,,,,,,,,,,,,,
2025-07-10T05:17:01.884Z,position,16,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484565019607544,5.395813465118408,60.130741119384766,,,,,,,,,,,,,
2025-07-10T05:17:02.388Z,position,17,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484913110733032,5.395831108093262,60.130271911621094,,,,,,,,,,,,,
2025-07-10T05:17:02.388Z,position,18,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484824299812317,5.395809650421143,60.13053512573242,,,,,,,,,,,,,
2025-07-10T05:17:02.593Z,position,19,27.6857014,86.7273555,2805.77001953125,0.0,12.35200023651123,-1.0,0.0,0.0,0.0,,-0.8484586477279663,5.395813941955566,60.130775451660156,,,,,,,,,,,,,
