timestamp,source,sequence,latitude,longitude,altitude_from_sealevel,relative_altitude,voltage,remaining_percent,north_m_s,east_m_s,down_m_s,temperature_degc,roll_deg,pitch_deg,yaw_deg,angular_velocity_forward_rad_s,angular_velocity_right_rad_s,angular_velocity_down_rad_s,linear_acceleration_forward_m_s2,linear_acceleration_right_m_s2,linear_acceleration_down_m_s2,magnetic_field_forward_gauss,magnetic_field_right_gauss,magnetic_field_down_gauss,system_time,unix_time,speed_m_s,direction_deg
2025-07-08T05:04:02.161Z,position,1,19.0878798,72.8480754,3.7900002002716064,-0.6200000047683716,0.0,-1.0,,,,,-19.81964683532715,-11.889010429382324,-171.59996032714844,,,,,,,,,,,,,
2025-07-08T05:04:02.172Z,position,2,19.0878262,72.8480673,3.7300002574920654,-0.6800000071525574,0.0,-1.0,-16.270000457763672,-3.2899999618530273,0.19999998807907104,,-20.75547981262207,-13.307023048400879,178.7345733642578,,,,,,,,,,,,,
2025-07-08T05:04:02.256Z,position,3,19.0877703,72.8480656,3.6600000858306885,-0.7500000596046448,0.0,-1.0,-17.94999885559082,-1.5999999046325684,0.14999999105930328,,-21.278955459594727,-14.552878379821777,170.4331817626953,,,,,,,,,,,,,
2025-07-08T05:04:02.256Z,position,4,19.0877122,72.8480711,3.580000162124634,-0.8300000429153442,0.0,-1.0,-19.329999923706055,0.5699999928474426,0.2199999988079071,,-21.267562866210938,-14.261825561523438,168.36207580566406,,,,,,,,,,,,,
2025-07-08T05:04:02.433Z,position,5,19.0876512,72.8480845,3.510000228881836,-0.9000000357627869,0.0,-1.0,-20.329999923706055,3.009999990463257,0.22999998927116394,,-21.50261688232422,-14.937210083007812,154.23707580566406,,,,,,,,,,,,,
2025-07-08T05:04:03.221Z,position,6,19.0875856,72.848108,3.430000066757202,-0.9800000190734863,0.0,-1.0,-20.899999618530273,5.579999923706055,0.20999999344348907,,-21.24803924560547,-15.172989845275879,145.35121154785156,,,,,,,,,,,,,
2025-07-08T05:04:03.222Z,position,7,19.0875208,72.8481407,3.3600001335144043,-1.0500000715255737,0.0,-1.0,-21.06999969482422,8.5,0.17000000178813934,,-21.261629104614258,-15.030513763427734,143.57791137695312,,,,,,,,,,,,,
2025-07-08T05:04:04.178Z,position,8,19.0874631,72.8481788,3.2900002002716064,-1.1200000047683716,0.0,-1.0,-20.850000381469727,11.460000038146973,0.2199999988079071,,-21.434904098510742,-14.828356742858887,133.76414489746094,,,,,,,,,,,,,
2025-07-08T05:04:04.178Z,position,9,19.0874016,72.8482303,3.2300002574920654,-1.1800000667572021,0.0,-1.0,-20.229999542236328,14.069999694824219,0.20999999344348907,,-21.351882934570312,-15.171775817871094,131.59225463867188,,,,,,,,,,,,,
2025-07-08T05:04:04.179Z,position,10,19.0873505,72.8482851,3.2100000381469727,-1.2000000476837158,0.0,-1.0,-18.979999542236328,17.059999465942383,0.1599999964237213,,-21.392961502075195,-15.025479316711426,129.0331573486328,,,,,,,,,,,,,
2025-07-08T05:04:04.566Z,position,11,19.0873028,72.8483495,3.2800002098083496,-1.1299999952316284,0.0,-1.0,-17.299999237060547,19.459999084472656,0.009999999776482582,,-22.901025772094727,-17.471176147460938,101.51734161376953,,,,,,,,,,,,,
2025-07-08T05:04:04.781Z,position,12,19.0872661,72.8484206,3.500000238418579,-0.9100000262260437,0.0,-1.0,-14.460000038146973,21.399999618530273,-0.429999977350235,,-31.982147216796875,-24.88410186767578,65.04669952392578,,,,,,,,,,,,,
2025-07-08T05:04:05.461Z,position,13,19.0872475,72.848495,3.8000001907348633,-0.6100000143051147,0.0,-1.0,-9.369999885559082,22.369998931884766,-0.8100000023841858,,-36.833892822265625,-26.094646453857422,55.946022033691406,,,,,,,,,,,,,
2025-07-08T05:04:05.461Z,position,14,19.0872495,72.8485555,4.050000190734863,-0.36000001430511475,0.0,-1.0,-2.359999895095825,21.579999923706055,-0.8700000047683716,,-39.22595977783203,-26.02741050720215,51.81044387817383,,,,,,,,,,,,,
2025-07-08T05:04:05.770Z,position,15,19.0872703,72.8486154,4.220000267028809,-0.1900000125169754,0.0,-1.0,3.7099997997283936,19.35999870300293,-0.7099999785423279,,-40.521270751953125,-24.38773536682129,35.80406951904297,,,,,,,,,,,,,
2025-07-08T05:04:06.093Z,position,16,19.0873012,72.8486649,4.12000036239624,-0.2900000214576721,0.0,-1.0,9.019999504089355,17.010000228881836,-0.09999999403953552,,-33.1813850402832,-21.20401382446289,34.06131362915039,,,,,,,,,,,,,
2025-07-08T05:04:06.431Z,position,17,19.0873408,72.8487124,3.6600000858306885,-0.7500000596046448,0.0,-1.0,12.289999961853027,15.84999942779541,0.7400000095367432,,-28.473093032836914,-20.352249145507812,33.97954177856445,,,,,,,,,,,,,
2025-07-08T05:04:06.770Z,position,18,19.0873877,72.8487569,3.3400001525878906,-1.0700000524520874,0.0,-1.0,14.920000076293945,15.15999984741211,2.180000066757202,,-14.676445007324219,-9.096885681152344,11.581189155578613,,,,,,,,,,,,,
2025-07-08T05:04:07.225Z,position,19,19.0874378,72.8487933,3.5400002002716064,-0.8700000643730164,0.0,-1.0,16.279998779296875,12.75999927520752,-0.5199999809265137,,-21.049962997436523,-16.882532119750977,-12.879511833190918,,,,,,,,,,,,,
2025-07-08T05:04:07.729Z,position,20,19.0874901,72.8488201,3.6600000858306885,-0.7500000596046448,0.0,-1.0,17.209999084472656,10.170000076293945,-0.5399999618530273,,-20.407814025878906,-19.33321189880371,-46.1905632019043,,,,,,,,,,,,,
2025-07-08T05:04:07.935Z,position,21,19.0875305,72.8488318,3.830000162124634,-0.5800000429153442,0.0,-1.0,15.699999809265137,5.889999866485596,-0.38999998569488525,,-4.875868797302246,-23.678619384765625,-143.14881896972656,,,,,,,,,,,,,
